,Unnamed: 0,Tipi,Net Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Eşya Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Price,Balkon Sayısı,Balkon Tipi,WC Sayısı,İlandan sonra Geçen Gün,İlçe,Mahalle
470,470,Daire,65,3,5,1.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,73, Pamukkale,Mehmetçik Mahallesi
471,471,Daire,42,1,4,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,2, Pamukkale,Pelitlibağ Mahallesi
472,472,Daire,45,1,5,1.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,10000,0,Yok,1,3, Pamukkale,Asmalıevler Mahallesi
473,473,Daire,144,6,5,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,26500,2,Açık Balkon,2,74, Pamukkale,Mehmetçik Mahallesi
474,474,Daire,110,6,21,6.Kat,6,Sobalı,Boş,Kat Mülkiyeti,Hayır,1,8000,2,Kapalı Balkon,1,46, Merkezefendi,Sümer Mahallesi
475,475,Daire,45,1,5,Çatı Katı,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,8000,0,Yok,1,74, Pamukkale,Kınıklı Mahallesi
476,476,Daire,45,0,5,1.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,74, Pamukkale,Kınıklı Mahallesi
477,477,Daire,55,3,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,74, Pamukkale,Yunusemre Mahallesi
478,478,Daire,150,6,5,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,74, Pamukkale,Zeytinköy Mahallesi
479,479,Daire,120,3,16,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,13000,0,Yok,1,74, Merkezefendi,Değirmenönü Mahallesi
480,480,Daire,70,3,11,3.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,74, Pamukkale,Siteler Mahallesi
481,481,Daire,60,3,5,5.Kat,5,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,15000,0,Yok,1,74, Pamukkale,Kınıklı Mahallesi
482,482,Daire,135,6,0,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,74, Merkezefendi,Çakmak Mahallesi
483,483,Daire,40,1,5,Yüksek Giriş,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,8500,0,Yok,1,74, Pamukkale,İstiklal Mahallesi
484,484,Daire,45,1,4,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,76, Merkezefendi,Sırakapılar Mahallesi
485,485,Daire,55,4,4,3.Kat,5,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Evet,1,21000,0,Yok,1,74, Pamukkale,Asmalıevler Mahallesi
486,486,Daire,85,3,4,2.Kat,5,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,74, Pamukkale,Fatih Mahallesi
487,487,Daire,225,8,16,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,2,Açık Balkon,3,75, Pamukkale,Siteler Mahallesi
488,488,Daire,35,1,5,3.Kat,4,Yerden Isıtma,Eşyalı,Bilinmiyor,Hayır,1,10750,0,Yok,1,77, Pamukkale,Asmalıevler Mahallesi
489,489,Daire,150,6,16,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,75, Pamukkale,Siteler Mahallesi
490,490,Daire,115,3,11,1.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,26000,0,Yok,1,77, Pamukkale,Kınıklı Mahallesi
491,491,Daire,140,6,11,2.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,1,18000,0,Yok,1,76, Merkezefendi,Mehmet Akif Ersoy Mahallesi
492,492,Daire,150,6,16,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,27000,0,Yok,1,76, Pamukkale,Mehmetçik Mahallesi
493,493,Daire,130,6,5,3.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,25000,1,Açık Balkon,2,44, Merkezefendi,Çakmak Mahallesi
494,494,Daire,130,3,21,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,1,Açık Balkon,2,44, Pamukkale,Kınıklı Mahallesi
495,495,Daire,110,3,11,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14500,0,Yok,1,76, Pamukkale,Kayıhan Mahallesi
496,496,Daire,45,1,4,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,10000,0,Yok,1,76, Pamukkale,15 Mayıs Mahallesi
497,497,Daire,45,1,4,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,43, Pamukkale,15 Mayıs Mahallesi
498,498,Daire,90,3,2,Yüksek Giriş,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,20000,1,Açık Balkon,2,14, Merkezefendi,Çakmak Mahallesi
499,499,Daire,188,6,5,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,36000,0,Yok,1,78, Merkezefendi,Selçuk Bey Mahallesi
500,500,Daire,150,6,16,3.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,79, Merkezefendi,Değirmenönü Mahallesi
501,501,Daire,75,1,5,20.Kat,29,Merkezi (Pay Ölçer),Eşyalı,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,79, Merkezefendi,Kayalar Mahallesi
502,502,Daire,140,6,5,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,14, Merkezefendi,Selçuk Bey Mahallesi
503,503,Daire,75,3,2,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,78, Merkezefendi,Selçuk Bey Mahallesi
504,504,Daire,65,3,16,3.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,78, Pamukkale,Asmalıevler Mahallesi
505,505,Daire,110,3,4,2.Kat,3,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,20000,0,Yok,1,79, Merkezefendi,Şemikler Mahallesi
506,506,Daire,50,1,0,2.Kat,6,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,1,16000,0,Yok,1,79, Merkezefendi,Sırakapılar Mahallesi
507,507,Daire,110,3,16,2.Kat,2,Sobalı,Boş,Bilinmiyor,Hayır,1,8000,0,Yok,1,79, Merkezefendi,İlbade Mahallesi
508,508,Daire,40,1,4,3.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,78, Pamukkale,İncilipınar Mahallesi
509,509,Daire,110,3,11,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,79, Merkezefendi,Karaman Mahallesi
510,510,Daire,45,1,5,3.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,79, Merkezefendi,Sırakapılar Mahallesi
511,511,Daire,105,3,0,Bahçe Katı,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,2,17000,0,Yok,1,79, Merkezefendi,Karahasanlı Mahallesi
512,512,Daire,135,6,21,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,16000,0,Yok,1,79, Pamukkale,Mehmetçik Mahallesi
513,513,Daire,38,1,5,Yüksek Giriş,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,10500,0,Yok,1,77, Merkezefendi,Sırakapılar Mahallesi
514,514,Daire,45,3,0,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,78, Merkezefendi,Karahasanlı Mahallesi
515,515,Daire,120,3,4,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,22000,0,Yok,1,78, Merkezefendi,Karahasanlı Mahallesi
516,516,Daire,150,6,0,1.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,40000,0,Yok,1,79, Merkezefendi,Yenişafak Mahallesi
517,517,Daire,200,8,5,1.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,30000,0,Yok,1,79, Pamukkale,Bağbaşı Mahallesi
518,518,Daire,50,1,4,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,79, Pamukkale,Asmalıevler Mahallesi
519,519,Daire,45,1,4,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,79, Pamukkale,Zeytinköy Mahallesi
520,520,Daire,125,3,11,2.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,16500,0,Yok,1,77, Merkezefendi,Değirmenönü Mahallesi
521,521,Daire,130,6,21,3.Kat,7,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,77, Pamukkale,Atalar Mahallesi
522,522,Daire,150,6,21,1.Kat,1,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,71, Merkezefendi,Akkonak Mahallesi
523,523,Daire,125,6,21,1.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,17500,0,Yok,1,78, Pamukkale,İncilipınar Mahallesi
525,525,Daire,70,3,5,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,79, Pamukkale,Asmalıevler Mahallesi
526,526,Daire,125,6,1,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,41, Pamukkale,Hacıkaplanlar Mahallesi
527,527,Daire,130,6,21,Bahçe Katı,2,Sobalı,Boş,Kat Mülkiyeti,Hayır,1,6000,0,Yok,1,41, Pamukkale,15 Mayıs Mahallesi
528,528,Daire,60,1,11,1.Kat,3,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,16, Pamukkale,Asmalıevler Mahallesi
529,529,Daire,50,1,0,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,16, Pamukkale,Zeytinköy Mahallesi
530,530,Daire,50,1,5,1.Kat,3,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,7500,0,Yok,1,16, Pamukkale,Zeytinköy Mahallesi
531,531,Daire,45,1,5,Düz Giriş (Zemin),4,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,11000,0,Yok,1,16, Pamukkale,Zeytinköy Mahallesi
532,532,Daire,45,1,5,Düz Giriş (Zemin),4,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,10000,0,Yok,1,35, Pamukkale,Zeytinköy Mahallesi
533,533,Daire,75,3,4,5.Kat,6,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,16, Pamukkale,Zeytinköy Mahallesi
534,534,Daire,60,1,4,1.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,13000,0,Yok,1,16, Merkezefendi,Değirmenönü Mahallesi
535,535,Daire,50,1,21,Bodrum Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,16, Pamukkale,Siteler Mahallesi
536,536,Daire,155,6,3,8.Kat,8,Yerden Isıtma,Boş,Kat İrtifakı,Evet,2,32500,0,Yok,1,79, Merkezefendi,Şemikler Mahallesi
537,537,Daire,150,6,11,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,7, Pamukkale,Cumhuriyet Mahallesi
538,538,Daire,185,8,5,3.Kat,5,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,2,30000,0,Yok,1,79, Merkezefendi,Adalet Mahallesi
539,539,Daire,40,1,11,Bahçe Katı,3,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,5000,0,Yok,1,7, Pamukkale,Kınıklı Mahallesi
540,540,Daire,170,6,11,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,79, Pamukkale,Cumhuriyet Mahallesi
541,541,Daire,45,1,5,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,8, Pamukkale,Zeytinköy Mahallesi
542,542,Daire,135,6,2,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,26000,0,Yok,1,80, Merkezefendi,Selçuk Bey Mahallesi
543,543,Daire,70,3,5,2.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,3, Pamukkale,Asmalıevler Mahallesi
544,544,Daire,45,1,5,3.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,79, Pamukkale,Kınıklı Mahallesi
545,545,Daire,75,3,0,1.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Evet,1,15000,0,Yok,1,21, Merkezefendi,Karahasanlı Mahallesi
546,546,Daire,120,3,5,1.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15500,1,Açık Balkon,2,1, Merkezefendi,Karaman Mahallesi
547,547,Daire,40,1,5,1.Kat,3,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,81, Pamukkale,Hacıkaplanlar Mahallesi
548,548,Daire,45,1,0,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,79, Merkezefendi,Sırakapılar Mahallesi
549,549,Daire,170,6,11,1.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,29500,0,Yok,1,81, Merkezefendi,Gerzele Mahallesi
550,550,Daire,25,0,11,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,7500,0,Yok,1,39, Pamukkale,Yunusemre Mahallesi
551,551,Daire,100,3,5,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,25000,0,Yok,1,39, Pamukkale,Zümrüt Mahallesi
552,552,Daire,65,3,0,2.Kat,2,Kombi Doğalgaz,Eşyalı,Tapu Kaydı Yok,Hayır,1,19000,0,Yok,1,66, Merkezefendi,Sırakapılar Mahallesi
553,553,Daire,85,3,4,2.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,20000,0,Yok,1,83, Pamukkale,Kınıklı Mahallesi
554,554,Daire,40,1,4,4.Kat,4,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,8500,0,Yok,1,83, Pamukkale,Zeytinköy Mahallesi
555,555,Daire,60,3,4,Bahçe Katı,4,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,10000,0,Yok,1,39, Pamukkale,15 Mayıs Mahallesi
556,556,Daire,35,1,3,Bahçe Katı,2,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,10000,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
557,557,Daire,95,3,0,2.Kat,4,Merkezi Doğalgaz,Boş,Kıbrıs Tapulu,Evet,1,9500,1,Açık Balkon,2,13, Honaz,Ovacık Mahallesi
558,558,Daire,55,1,2,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,16500,0,Yok,1,74, Merkezefendi,Şirinköy Mahallesi
559,559,Daire,50,1,5,2.Kat,4,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,9000,1,Açık Balkon,1,83, Pamukkale,Zeytinköy Mahallesi
560,560,Daire,50,1,5,5.Kat,5,Kombi Doğalgaz,Eşyalı,Kat İrtifakı,Hayır,1,10000,0,Yok,1,82, Merkezefendi,Adalet Mahallesi
561,561,Daire,65,1,0,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,84, Pamukkale,Zeytinköy Mahallesi
562,562,Daire,140,6,4,2.Kat,5,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,26500,0,Yok,1,83, Merkezefendi,Gerzele Mahallesi
563,563,Daire,45,1,4,1.Kat,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,11500,0,Yok,1,83, Merkezefendi,Bahçelievler Mahallesi
564,564,Daire,55,3,21,2.Kat,2,Kombi Doğalgaz,Eşyalı,Bilinmiyor,Hayır,1,10000,0,Yok,1,84, Pamukkale,15 Mayıs Mahallesi
565,565,Daire,125,6,16,1.Kat,2,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,84, Pamukkale,Siteler Mahallesi
566,566,Daire,205,8,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,30000,0,Yok,1,85, Merkezefendi,Selçuk Bey Mahallesi
567,567,Daire,60,1,5,Çatı Katı,2,Kombi Doğalgaz,Eşyalı,Müstakil Tapulu,Hayır,1,15000,0,Yok,1,85, Merkezefendi,Bahçelievler Mahallesi
568,568,Daire,55,1,3,7.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,85, Merkezefendi,Şemikler Mahallesi
569,569,Daire,120,6,21,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15500,0,Yok,1,84, Pamukkale,Mehmetçik Mahallesi
570,570,Daire,45,1,16,4.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,16900,0,Yok,1,84, Pamukkale,Yunusemre Mahallesi
571,571,Daire,48,1,0,Kot 2 (-2).Kat,2,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,17500,0,Yok,1,85, Merkezefendi,Sırakapılar Mahallesi
572,572,Daire,42,1,0,2.Kat,3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,9000,0,Yok,1,63, Pamukkale,Zeytinköy Mahallesi
573,573,Daire,135,3,21,Çatı Katı,5,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,1,10000,0,Yok,1,85, Pamukkale,Kuşpınar Mahallesi
574,574,Daire,60,3,0,2.Kat,2,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,15000,0,Yok,1,85, Merkezefendi,Gültepe Mahallesi
575,575,Daire,100,3,16,4.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,15000,0,Yok,1,60, Merkezefendi,Bereketler Mahallesi
576,576,Daire,90,3,21,3.Kat,4,Kombi Doğalgaz,Boş,Hisseli Tapu,Hayır,1,10500,0,Yok,1,85, Pamukkale,Kuşpınar Mahallesi
577,577,Daire,150,6,11,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,25000,0,Yok,1,85, Pamukkale,Yunusemre Mahallesi
578,578,Daire,65,3,16,Bahçe Katı,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,85, Pamukkale,Kınıklı Mahallesi
579,579,Daire,60,3,3,Bahçe Katı,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,9000,0,Yok,1,85, Pamukkale,Asmalıevler Mahallesi
580,580,Daire,49,1,4,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,85, Merkezefendi,Sırakapılar Mahallesi
581,581,Daire,248,8,11,3.Kat,3,Merkezi Doğalgaz,Boş,Arsa Tapulu,Evet,1,25000,3,Açık Balkon,1,86, Pamukkale,Fesleğen Mahallesi
582,582,Daire,165,8,21,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,86, Pamukkale,Kınıklı Mahallesi
583,583,Daire,40,0,4,Düz Giriş (Zemin),3,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,5500,0,Yok,1,86, Pamukkale,Zeytinköy Mahallesi
584,584,Daire,110,3,21,2.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,0,Yok,1,36, Pamukkale,Atalar Mahallesi
585,585,Daire,110,3,11,Yüksek Giriş,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,17000,2,Açık Balkon,2,87, Merkezefendi,Gümüşçay Mahallesi
586,586,Daire,45,0,2,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,86, Pamukkale,Bağbaşı Mahallesi
587,587,Daire,100,3,4,3.Kat,3,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,18250,0,Yok,1,9, Merkezefendi,Gümüşçay Mahallesi
588,588,Daire,190,8,21,5.Kat,7,Merkezi (Pay Ölçer),Boş,Müstakil Tapulu,Hayır,1,18000,0,Yok,1,0, Pamukkale,Atalar Mahallesi
589,589,Daire,135,3,21,2.Kat,6,Kombi Doğalgaz,Boş,Bilinmiyor,Hayır,2,12000,0,Yok,1,58, Merkezefendi,Akkonak Mahallesi
590,590,Daire,160,6,21,1.Kat,2,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,17000,0,"Açık Balkon, Kapalı Balkon",2,0, Pamukkale,Yunusemre Mahallesi
591,591,Daire,45,1,11,Yüksek Giriş,3,Yerden Isıtma,Eşyalı,Kat Mülkiyeti,Hayır,1,9500,0,Yok,1,14, Pamukkale,Topraklık Mahallesi
592,592,Daire,50,1,0,1.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,11250,0,Yok,1,88, Merkezefendi,Sırakapılar Mahallesi
593,593,Daire,40,1,5,2.Kat,3,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,10000,0,Yok,1,88, Pamukkale,İncilipınar Mahallesi
594,594,Daire,70,1,4,Çatı Dubleks,5,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,14000,1,Açık Balkon,1,88, Pamukkale,15 Mayıs Mahallesi
595,595,Daire,65,3,5,2.Kat,4,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,88, Pamukkale,Asmalıevler Mahallesi
596,596,Daire,120,6,16,Yüksek Giriş,1,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,88, Pamukkale,Bağbaşı Mahallesi
597,597,Daire,50,1,4,2.Kat,3,Merkezi Doğalgaz,Boş,Arsa Tapulu,Evet,1,13000,0,Yok,1,90, Merkezefendi,Akkonak Mahallesi
598,598,Daire,160,6,11,3.Kat,5,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,17000,0,Yok,1,90, Merkezefendi,Yenişafak Mahallesi
599,599,Daire,350,6,4,Düz Giriş (Zemin),6,Kombi Doğalgaz,Boş,Müstakil Tapulu,Evet,Yok,65000,0,Yok,1,52, Merkezefendi,Muratdede Mahallesi
600,600,Daire,45,1,5,2.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12000,0,Yok,1,90, Pamukkale,Yunusemre Mahallesi
601,601,Daire,40,1,5,Bahçe Katı,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,7500,0,Yok,1,7, Pamukkale,Zeytinköy Mahallesi
602,602,Daire,50,1,11,Bahçe Katı,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,10000,0,Yok,1,91, Pamukkale,Kınıklı Mahallesi
603,603,Daire,50,1,5,3.Kat,6,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,12500,0,Yok,1,91, Pamukkale,Topraklık Mahallesi
604,604,Daire,150,6,0,3.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,2,28000,0,Yok,1,91, Merkezefendi,Çakmak Mahallesi
605,605,Daire,40,1,5,2.Kat,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,91, Pamukkale,Siteler Mahallesi
606,606,Daire,185,6,5,2.Kat,5,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,2,30000,0,Yok,1,91, Merkezefendi,Adalet Mahallesi
607,607,Daire,45,1,5,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,8500,0,Yok,1,7, Pamukkale,Asmalıevler Mahallesi
608,608,Daire,130,5,5,7.Kat,7,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,25000,0,Yok,1,91, Pamukkale,Kuşpınar Mahallesi
609,609,Residence,35,1,0,3.Kat,3,Yerden Isıtma,Eşyalı,Kat İrtifakı,Hayır,1,18000,0,Yok,1,90, Merkezefendi,Merkez Efendi Mahallesi
610,610,Daire,45,1,0,1.Kat,3,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,18000,0,Yok,1,91, Merkezefendi,Karahasanlı Mahallesi
611,611,Daire,130,6,0,2.Kat,4,Yerden Isıtma,Boş,Kat Mülkiyeti,Hayır,1,22000,0,Yok,1,92, Merkezefendi,Çakmak Mahallesi
612,612,Daire,120,6,21,1.Kat,7,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,14000,2,"Açık Balkon, Kapalı Balkon",2,92, Merkezefendi,Değirmenönü Mahallesi
613,613,Daire,45,1,5,Yüksek Giriş,2,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,25, Merkezefendi,Sırakapılar Mahallesi
614,614,Daire,50,1,3,2.Kat,3,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10000,0,Yok,1,89, Pamukkale,Zeytinköy Mahallesi
615,615,Daire,50,1,5,3.Kat,5,Kombi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,92, Pamukkale,Yunusemre Mahallesi
616,616,Daire,40,0,11,Düz Giriş (Zemin),4,Merkezi (Pay Ölçer),Eşyalı,Kat Mülkiyeti,Hayır,1,7000,0,Yok,1,92, Pamukkale,Yunusemre Mahallesi
617,617,Daire,50,1,11,3.Kat,4,Merkezi Doğalgaz,Eşyalı,Kat Mülkiyeti,Hayır,1,10500,0,Yok,1,92, Pamukkale,Yunusemre Mahallesi
618,618,Daire,65,3,1,Bahçe Katı,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,11000,0,Yok,1,92, Pamukkale,Siteler Mahallesi
619,619,Daire,100,3,0,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,21000,0,Yok,1,92, Merkezefendi,Karahasanlı Mahallesi
